,text,sentiment
14087,wishes  would admit she has a new lovah,neutral
14088,"bah, i h8 waking up",negative
14089,  you told me u would be there...lol! hmmmm where were u.....,neutral
14090, don`t we all!,neutral
14091,  hi jenna. hope all is well   just thinking of you and wishing you the best! lots of love from over here in new york!!!,positive
14092," ooh a storm, that`s always welcome news  happy mothers day!",positive
14093," wow. have a safe trip back home  and we`re all begging you, please come back to bloomington as soon as you can!",positive
14094, but yeah...i`m sad about my 'ravenclaw' account. i love that account to bits.,neutral
14095,looks like my ion-based mini-itx board won`t ship until mid-june now at the earliest,neutral
14096,q: what studio created `open season`? should google it or look at the dvd downstairs but feeling lazy,negative
14097,so roman is now on pain killers and some lq meds. thanks jess for agreeing to go get him yogurt before you go out!,neutral
14098,got my hair cut. great.  stupid gum.,negative
14099,wating to get my hair cut before prom. it sucks people screaming instead of talking.     probably going to be wating for another hour  ...,negative
14100,love my mommy happy mothers day,positive
14101,"despite rain, having a fantastic day",positive
14102,waiting for the last video to be rendered. while watching episode 11,positive
14103,_rankin  i know! a whole different meat pie back then,neutral
14104,yesterday was the 1 year anniversary of the best day ever! yay mcr!!!!,positive
14105,i am sad today,negative
14106,the pool doesnt open til tomorrow!,neutral
14107," i`m having elevated error rates... streamkeys not found, and then connection problems. server migration isn`t easy, huh  ?",neutral
14108,home from school now. watching that `70 show,neutral
14109,  thanks hun!! i`m working hard over here...  thanks mama!! i yuhh you!!!,positive
14110," sheesh. no crochet? bah and humbug. and sleep? um, i suppose i will someday",negative
14111,changed my picture on my profile in friendster,neutral
14112, boo...i thought being on the list meant it would be good to go  looks like i`ll have to get a cf adapter for my dslr!,negative
14113, unusual for them,neutral
14114,so tired and i have work at 5pm  #fb,negative
14115,remind me to get out & take a pic of my blooming clematis before the wind storm tomorrow.,neutral
14116, that was so much fun! the banana dessert alone is worth the trip to austin! we`ll be back soon,positive
14117, yeah doesn`t that suck!  i am working with a nano here so i had to take 75% of my music off!  so sad,negative
14118,i hate that feeling you get when you listen to a song and it completely reminds you of how things used to be & you get emotional,negative
14119,liking the windows 7 release candidate so far... (also liking my new video card and terabyte harddisk  ),positive
14120,ofcourse they start fightin aight the party buts its cool theyu held it down now im chillin with my home girl  happy mothers day,positive
14121,happy mother`s day mama bear,positive
14122,on youtube now!,neutral
14123, ah allergies  you must be sleeping walking at work!,neutral
14124, awesome! have to take a look at them when i`m home.,positive
14125,just realized i hold a membership in the gym - saw my bank statement,neutral
14126,wants friday to come quick! i want my beauty sleep and shopping...,neutral
14127,exhausted. thank goodness my race is almost here! all this training is ruining my social life,neutral
14128,"the scrubs finale was beautiful, just so so perfect. can`t believe they`re gonna do another season",positive
14129,goin 2 eat some smacks 4 breakfast then getting started on my day- catch ya on the flipside- i really wish i cud go mobile-dang bahrain,positive
14130, well she likes it so i call it a success,positive
14131,i hate history coursework sooo much,negative
14132,says misses my cousins so badly!!!  ://plurk.com/p/x2bha,negative
14133,"is on her way to seattle! yay for seattle, boo for matt leaving.",neutral
14134,it`s teacher appreciation week - been out making deliveries to instructors this morning,neutral
14135, oh that can`t be nice,negative
14136, dude you didn`t even say bye,negative
14137,"happy mother`s day! going to cook something, thank goodness there`s tablespotting",positive
14138,it is gloomy outside. it is making me sad  i miss the sun and its happiness!!,negative
14139,brad we should be at olympic village watching this. season 1 with a 30 rack adult hood,neutral
14140,"thanks everyone for twittering with me. still a newbie.. so if you have friends who you would like to invite here, please help a girl out",positive
14141,missing bham,negative
14142," so wednesday my mom is making a huge special dinner & whatnot to celebrate the new single, just so ya knoww",positive
14143,sick of fighting so it looks like no more burlesque for me,negative
14144, aww...thanks! he`s the best husband ever. he really is. i`m so lucky!  hope you`re having a wonderful saturday evening!,positive
14145, your stfu e3 list link is broke,neutral
14146," hey lady, will you be coming to canada in the fall? i`d love to see you in concert some time! it`ll be my 1st time!",positive
14147,i think i`ve finally reached the point in my life where i need a nasal hair trimmer,neutral
14148,okay now that i will not be able to sleep tonight what should we do,neutral
14149,nice and clean now,positive
14150, aww :/ kk i need to do a huge shopping trip at joshstore to get you also a joshmobile.. pft.,neutral
14151,time for me to go to bed. am very tired. catch up with you all in a couple of days when i land & recover from flying to denmark,negative
14152,i think i might like twiterfon better than tweetie now. recent upgrades from twiterfon have been great! none from tweetie,positive
14153, i wish i was there! but i live in holland ): but i`m going to see you in paris,neutral
14154, i`ma say you should smudge yourself before i start calling people given the malicious action we pulled the other night,negative
14155,lunch in the forrest ... its so baron.  fpu is so dead,neutral
14156,://twitpic.com/4ja4b - me & raj squad up! ,neutral
14157," yes i love manchester orchestra,and sigur ross. all the other bands ive never heard of but ill give them a listen. thanks",positive
14158,back from brunch. hopefully i lured two more friends here.,neutral
14159, because i stopped today :s wish me luck.....  (had to overload first),positive
14160, where have you been? lol,neutral
14161," yeah, i wanted to say this, that there`s a at yourname section.  a bit tricky way to find your replies, tho.",neutral
14162,no b2g1 for me.  trying to save cash for next month`s vacation.,neutral
14163," i`m the same, don`t panic. big topman",neutral
14164, hi fellow peruvian,neutral
14165, i`ll take a look tomorrow - definitely want to graph as many tweets as possible!,neutral
14166,it wasn`t a good day ..,negative
14167,i can`t get to bed,neutral
14168,catching up on house  season finale monday!,neutral
14169,_leann if it makes you feel better im studying on a sat night w/o blackberries,positive
14170," until  brings back our everyone button, you can access the public timeline at ://twitter.com/public_timeline",neutral
14171,yay! i finally made sales at the gallery; really helps when the artists are there,positive
14172,   hey honey  bunny here  big bunny hugs,positive
14173," iya, nyokap gue pernah berkata demikian  :-|  and it`s so hard to share what we have",negative
14174,"_l unfortunately not.my work ties me down 4 the whole summer.but if there`s a eu-tour this fall,i`ll be there!  i want a rebound",neutral
14175,i`m not sure why walking around in barnes and noble comforts me so much. o well now i`m off to work,positive
14176, blah blah blah.... just kidding dude  i`ve never had anyone offer up their stem cells before haha!,positive
14177,so many wires to sort out,neutral
14178,my head hurts,negative
14179," it is very unlucky  the day wasn`t the same without you! i hope to see you on wednesday though, right? x",negative
14180,i cant believe this woman talked me into getting a different hairstyle...real talk though...i have no clue of what to do with my hair,neutral
14181,happy mother`s day to all of the wonderful women out there.  have a great and relaxful day.,positive
14182, naw idk what ur talkin about,neutral
14183, aww i feel bad for the lil ****. he look like he know what`s coming,negative
14184,i have just been to see the jonas brothers 3d movie with   was funny no one else was there  hahah can`t... ://tinyurl.com/magcwo,positive
14185,the new t-mobile advert in trafalger square looks like a lot of fun  except if there was a load of pigeons there too.,neutral
14186,good night! im off to sleeep!!!! 5 am  good mornining! xd,positive
14187,i want someone to come over so i can take pictures but no one can,negative
14188,i really should be in a bad mood. but.,neutral
14189,"played a bit pool with my buddies....going to bed now, have to work tomorrow",neutral
14190,is  wishing work was done soon  <3,positive
14191,already crying and the movie only started like 15mins ago,negative
14192,13 hours til i`m on a plane. ahhh yay,positive
14193,ok... no one was interested in my special.   now the popcorn is stale! what a waste. i`m going to find a homeless person to give it to ...,negative
14194,how sad is it that your best friend is so selfish and heartless that they exclude you from their life completely...i`m so sad,negative
14195,my twitter has been hacked again,negative
14196,off to get ready for toms..  gotta go make sure he`s not done anything stupid  ill tweet later.,negative
14197, oh no your sick! i`m feeling kinda sick too  and i`m hating this overcast weather!,negative
14198, why don`t you have that song you gave me that song,neutral
14199,  get well soon!,positive
14200,"://twitpic.com/675u6 - square b - she is sad because she wasn`t there and now she`s, well, square  (crocheted bee with poly fibe ...",negative
14201," thanks  let me know which print from my gallery you would like, and we can work the details out",positive
14202," they were lushh wernt they, i managed to keep up to lol aww they were amazing  ****",positive
14203,just got home from the city lights show  yeahhh!,neutral
14204, ://twitpic.com/67318 - *sniff* i feel so left out!   *grin*,negative
14205,living in ballarat again,neutral
14206,"i so want to be a part of windows clubhouse, but my wl spaces blog is random, and not the place where i share windows stuff",neutral
14207,  get back to tokyo man..we miss you.,negative
14208,why are money problems so bad these days,negative
14209,aw taxi man is going fast just for meee,positive
14210," ugh, frustrating. i see a few briefs a week with groups in them, mostly from traditional agencies.",negative
14211, yeah but i missed it 2nite,neutral
14212," awe man, that sucks. everyone makes mistakes. i have a feeling that people can forgive you",neutral
14213,  i like yours too   i enjoy your photography. =],positive
14214,is up so early and proppa shattered and knackered,negative
14215,babysitting for the paionks  thinking about going to see 'obsessed',neutral
14216, goodnight is not on the trending topics.  lol,neutral
14217,disappointed she didn`t win teh glassez.,negative
14218, dave why why why can`t this happen when i`m not working and can listen?! :::whining big time:::,neutral
14219,i`m up way past my bed time.  gonna catch sum snl.,neutral
14220,i`m havin the stupid stomach pain again & again... today is my outing with sph frenz & my stomach nvr fails to dissappoint me. haiz,negative
14221, welcome back to japan,neutral
14222,_zulu or get up on that michael jackson ish.  not a bad look imo,positive
14223,ah my tummy hurts  **** starbucks sugar/chocolate/caffeine,negative
14224,_kill_boy that would be really great....except im not allowed to talk to boys on the phone  long story...my fault,neutral
14225, work outside,neutral
14226,somebody buy me a plane ticket home!! i miss my girl...,negative
14227,just finished weeding the flower bed. why is it the weeds grow so well but legitimate plants hate me?,neutral
14228,only 2 more days of minnie,neutral
14229, nope. gone.,neutral
14230, hey jodi.. what`s up??ugg.. im bored.. i just made a sundae.. c u monday.. ( hahaha it rymed...) loll. cu in school,negative
14231," oh, and happy judd day haha  #juddday",positive
14232,got it? good. happy mothers day!,positive
14233,_mit_glee it is confusing and flippin expensive,negative
14234," ahh but sometimes that`s the best kind of day, lazing around doing very little with a cuppa",neutral
14235,10 out of 40 done... everyone is going to be home drinking beer starting next week,neutral
14236,  'bandwidth limit exceeded' on your website,neutral
14237,beautiful sunshine when i woke up  but litterally 2 minutes later it starts to rain! i must be cursed.,negative
14238,writing some mild and wild articles,neutral
14239,the heat is here!!!,neutral
14240,is hating the weather. ugh.,negative
14241, 72-65 cavs! the score is and was! lol,neutral
14242,woah! i love the new twitter app! so many new things to do. just got finished watching jon4lakers video on this and it was good.,positive
14243,_news i should have gone,neutral
14244,a bit worried...,negative
14245,i really needa find more stastics,neutral
14246,i like this dr. seuss quote - ï¿½you know you`re in love when you can`t fall asleep because reality is finally better than your dreams.' -,positive
14247," yes, you make me want to be a better person, think i mentioned it before, will continue to do so. i`m still evil tho!",neutral
14248, everyone says that,neutral
14249, early happy day of birth in case i don`t make it! very tired from therapy today n just taking my medicine!  misshu! love ya!,neutral
14250," glad to hear you`re okay. could have really hurt, by the sounds of it. is the couch okay? lol",neutral
14251,"#sanctuarysunday  it`s our mission to make #sanctuary a trending topic for the day, lots of people on board for it...join in",positive
14252,soooo fed up with this,negative
14253,just like the old days  drinkin at the old spot .,neutral
14254," gandang mac un ah! for sure, if its out in the market mas mahal pa sya sa macbook pro. ang cool ng concept!",neutral
14255,"_beyond i told you people in indiana were batshit. i lived there, after all. i feel like i escaped from that orwell book everyday...",negative
14256,had an amazing night with the girls,positive
14257, can`t! need to work on overtime project at lunchtime.    sorry!,negative
14258,wishes happy mother`s day!,positive
14259,i want a lie in tomorrow! won`t be getting one though,neutral
14260, oh you do? i have the ability to teleport,neutral
14261," i managed to find few places where you can combine fun, pleasure and savings but it took some planning though",positive
14262,such a beautiful day...wish my bike hadn`t been run over by a car - hit and run.   #biketo,positive
14263,a very happy mother`s day to all mothers out there! mamma mia - abba   ? ://blip.fm/~5z5uw,positive
14264,://snipurl.com/hbp3g  canalway cavalcade over in `little venice` near warwick avenue - on today too,neutral
14265," i read for pure escapism. don`t make me think, take me away  non-fiction tends not to achieve that, for some strange reason",neutral
14266,screw you guys and your prom pictures,negative
14267,so bored. firday evening and nothing to do,negative
14268,i told myself i wasn`t gonna cry and then one kid that everyone made fun of all year said 'it`s been a good year',neutral
14269," yeah, she`s done it several times. my dumerils boa did it a few times w/ no prob. just wonder if my hognose needs bigger food.",neutral
14270,went to bed at 12:20 last night. woke up around 10:45. holy ****.  i need to get up earlier. like 8. wish i could get up at 6 every day.,neutral
14271,headed to see friends new baby. gave up trip to the lake cause of dance class. such a good mama.,positive
14272,nomatter how much i sleep am still tired  either going to sleep early or late....,negative
14273,"soo embarassed i didn`t see the tweets i`ve been getting from kind followers.    i`ll do better, i promise!!!",neutral
14274, i was sweating 2 but i didnt see u there,neutral
14275, celebrity sighting: spongebobs here! #bea09   lol! now i`m even more distraught i missed it,negative
14276,watching the games and making some popcornss!,neutral
14277,"i know i have lots of comments to return but i have been really busy  i`ll get round to it guys, sorry",negative
14278,admitting that i don`t like action plots and i do like romance plots always makes me feel like i`m setting back the feminist cause.,neutral
14279,"so twitter is a journey now.  well, okay.",neutral
14280,im sure the 5 ppl who came in after me will be seen by a dentist before i will,negative
14281,rain makes for a good study day  almost done!!,positive
14282,my dog roscoe died yestarday and i`m so sad,negative
14283, boo  you can come over and we`ll watch telenovelas and braid each others hair.,neutral
14284, ok then  ...i was doing fine..now not so much lol,neutral
14285,_thomas if only the drinking game was tonight...i don`t have to work till 5 tomorrow,neutral
14286,my dad is trying to force me to learn to drive. i don`t like doing things i`m not good at in public,negative
14287, we cant come toniiiite !! arggh i want to tho  have fun for uss. well def see u 2morrow nite tho!,positive
14288,"this song called stolen, it soooo amazing!! it by dashboard confessional",positive
14289, don`t get impatient! for what? you have already sinned: strawberries with milk and sugar,negative
14290,"_skies  but gi is team edward, so i`d watch your back :p",neutral
14291," omg, poor jack.  that happened to  `s dog one time. hope he gets better soon.",neutral
14292,hoping i hear something soon about krystles surgery,positive
14293,pink bubble baths and champs,neutral
14294,im contacting paws philippines so i can find 'tiger' a new owner. im so sad. i love my dog soo much,neutral
14295, mothers day pak...,neutral
14296, exactly  prime minister doesn`t need take care this issue,neutral
14297,also  your caramels are like crack....  just thought you should know.,neutral
14298," i went on a disney cruise when i was a kid, but the characters were on strike so there weren`t any",neutral
14299,"waking now, so lazy and very worry ...",negative
14300,_yeah - i know the feeling... good morning mate!,positive
14301,neville88 am gud enuh hun...was jus sayin hi n hopin that ur avin a gud nite so far..happy ladies day 2moro then...is dat better,positive
14302,i got locked out my carrrr  had to call a lock smith. - $35.00,neutral
14303,goin to bed... finally. so sleepy! *happy mothers day!*,positive
14304,"wired mag needs to seriously chill out. i just renewed barely 3 months ago, yet they`ve already sent me 5 renewal letters for next year!",neutral
14305,can`t wait for tomorrow ! it`s finally over ! bittersweet for sure,neutral
14306,going to see star trek with my babe  im actually excited about this hah,positive
14307,c-news wasn`t as bad as i expected... could have done better... but today we did a great show...,positive
14308, i want magic mountain tix but i dont get ur station out in paso  boo sux for me,negative
14309,://twitpic.com/67hvr - this picture is from last year freshman year how i miss thos days,negative
14310, lol we should start a group lol the **** sisters,neutral
14311,conversating,neutral
14312,just got home from church. the service was good,positive
14313,what do u see in her that i dont have  ,negative
14314,geography papers are so boring!  i hate revision!,negative
14315,ok- i guess it`s time to throw in the towel and head to work,neutral
14316,watching destrey videos,neutral
14317,hanging out with dan from houston calls!!,neutral
14318,"k, just finished my last 2 clients for the night. going home alone  thats ok i need to be alone, must find inner peace.",negative
14319," sad, but true",neutral
14320,"just got home, talk",neutral
14321,i want some cookies.,neutral
14322,"still no pic, very sad",negative
14323,attempting to count the days till i return to canada...theres alot of them,neutral
14324,off to work i go!,neutral
14325," but  is on page 6 at ms twitterworld, only 26 votes",neutral
14326,"butterfly fly away- miley ray  , oh & happy mothers day <3 love u mami.",positive
14327,14 more days with slow internet,negative
14328,ac getting installed today,neutral
14329,aww people must be color blind  huh random1,neutral
14330, hi sharon missed you on our x factor last year!!  come back!! x,positive
14331, nope.  they are all sleeping cuz they live on the east coast.,neutral
14332,all of you can have fun tweeting all day while im cleaning hair  lol,positive
14333,the muse has me gripped firmly by the throat. really enjoying my writing,positive
14334," haha, happened to me a lot of times. know the feeling. happy mums day to ur mom too delle",positive
14335,just woke up with a cat in my face  haha,neutral
14336,still in same queue barely 1 metre from where i last twittered. this is insane. and i paid for this,negative
14337,my door looks naked   it makes my room feel bigger though.,neutral
14338,last night went really well. got some cracking shots,positive
14339, ow,neutral
14340,i wish i was at the beach already,positive
14341,"i had a new work picture taken today, hated it, it looks too much like me ://bit.ly/phjur",negative
14342,"usa/texas jaycees debate team rocked the house! they now have the opportunity to represent us in tunsia, africa! go jaycees!",positive
14343,chauncey is giving his last sac speech...,neutral
14344,fjgkfld;`sdh why am i not at hometown days with my friends.,neutral
14345,had a funny time at neball against plc  score: 48-3. what a game.,positive
14346, what happened to all your sexy quotes?,neutral
14347, hello  well it`s sunny out but my head is fuzzy and coffee isn`t brewed yet... how`s your day..?!,negative
14348,"fine, i give in, docs again today. not being able to breath this morning made me think i should. hate docs",negative
14349,"_m melted maybe 2 square inches of skin. ran it under cold water for a min or two and then iced until the ice melted. now, hurts",negative
14350, i hate that costco always costs us so much money,negative
14351,was quite amusing watching pangaea sing 'f*** killah priest!' i guess he won`t be featuring on their album,positive
14352,this day is fkn ugly & it matches my mood  unfortunatly. time 2 blast off 2 the moon,negative
14353, extremely excited! i`m 15 days behind you,positive
14354, haha! at the somerset theatre in ottawa. i remember that well. the more things change the more they stay the same,positive
14355,ha ha 1 point for the men,neutral
14356,happy mother`s day  ://bit.ly/lrsng,positive
14357,should not drink cheap wine,neutral
14358, has just voted for you. hope you win!,positive
14359,is watching the canucks,neutral
14360, sorry we couldn`t get the project working with the windoze laptop  but a ton of folks came up afterwards and saw it running,negative
14361," oh wait your in greece, i`m in the u.s of course you think differently",neutral
14362,happy star wars day! .... may the 4th be with you!,positive
14363,_0981 ohh that`s awesome of you  probably coulda gotten gifted tickets outta it from the foil queens lol,positive
14364, you`re in london?! wow! i`m near there,positive
14365," hey ty for tip, wifi networking is one if my many talents  i`ll get on it when i can be bothered lol",neutral
14366, well thank you.,positive
14367, good luck with the deer next weekend!! hope it isn`t too cold or snowy,positive
14368," actually, i also thought mother`s day was may 31st until i was remembered of pentecost  uselessly complicated, i would say",negative
14369,"photo: so i still havnï¿½t hooked up my editing comp  i know you guys miss my artwork, so iï¿½ve decided to... ://tumblr.com/xeh1wetiq",negative
14370,rachmaninoff makes me a happy panda.,positive
14371, the script are amaaazing! rusty halo and i`m yours are my favourites,positive
14372,"went to the hairdresser today, she cutted my hair off  i loved my long hair! dad said he couldn`t even see i got a haircut! laaame",neutral
14373, seriously...it only gets sadder,negative
14374,finally over my sickness.,positive
14375,"it`s not my best writing, well i don`t think. lol. but it`s some! i`d read it all if i were you!  it`s pretty **** good after all! =}. lol",neutral
14376,"sry but other day tweets were mia - twitter network glitch, but story was re: funeral mix-up, as in wrong remains delivered to ea.",negative
14377, why??,neutral
14378," wouldn`t that cost quite a bit, i mean flying pizza from china? nice fusion idea i may have to experiment",positive
14379,just done planting the garden...hope sun will shine soon!,positive
14380,with alex,neutral
14381, shame about your job  have you thought about working for yourself?  there`s big money to be paid ://bit.ly/1864ml,negative
14382,what a day!!! motorways and trains noooootttttttt fun,negative
14383, omg wtf why is there a **** site following me?!,negative
14384, oh no!,negative
14385,just ordered henna! i`ll be a redhead again in a few weeks.,neutral
14386, hahaha. do it  you`ll have a blast.,positive
14387,  there`s also a fairly recent (w/in past 10 years) quasi-sequel. plot not as good but v. pretty in terms of art.,neutral
14388,what am l doing?? .....nothing much atm,neutral
14389, night diana and if you travel soon take care,positive
14390, whatsoever do you mean by `how i get down` lol i`m always sober,positive
14391,good night all  even though it`s morning for most of you lol,neutral
14392,hugh isn`t on it  lied last week,negative
14393, yeah it is i feel sad tho.,negative
14394,  hope u feel better sweetie,positive
14395," we people? i`m just an amateur ark builder, no political affiliation. all are welcome",neutral
14396, ://twitpic.com/4vw9a - lol wow i`m watching x-men: the last stand right now too,neutral
14397,spending the first night in my new place!,neutral
14398, yes and no. there`s some strange infection in my body that`s causing me to be sicker than i need and to have a fever.,negative
14399,last real seventh hour,neutral
14400,nice hair and nowhere to go,positive
14401,on my deck... perfect weather today! not feeling good tho...,neutral
14402,at tgc concert  good to see old friends and remember the old times!,positive
14403,awake  slept in a little cuz no construction. now studying bio alllll day but i dont mind.,neutral
14404,_henrie ://twitpic.com/4jbsq - looks so good!!  i want one!!,positive
14405,excuse me ms.gomez who said you could leave,neutral
14406, thanks for the follow. i`m loving the energy on your site. the spaz in me can`t help but be drawn to you  ://www.ted.me/,positive
14407,aww what a sunny day! tasty barbeque with the family (: got bad sunburn though,neutral
14408,"gorgeous weather, but no bike",positive
14409," thanks heather, glad you like the dish",positive
14410," wow, great to know a piece of software ensures our timely project delivery  #productnamingrulez",positive
14411,totally just skid all over the road.,neutral
14412,_cullen oh really!!! i`ve already put all the pics up!! sorry!!   ://twitpic.com/61oj0,negative
14413,i stung myself with stinging nettles all down my shin,neutral
14414,i miss the air canada centre and andy frost...,negative
14415,still awake.. will get some sleep i have to drive to fortuna early.. red bull will guide me,neutral
14416,ok super bored... guess no one else it,negative
14417,i cant follow any1  on followfriday lol u guys follow        ,neutral
14418,wearing my new victoria`s secret slippers,neutral
14419,having a long island ice tea,neutral
14420,oh dear. sunburned back,negative
14421, ohmygosh. i know. that would make my night for sure. lol.  goodnight!,positive
14422, i would prefer 1 more monday,neutral
14423, cubbies at an even .500. so what else is new?  no matter: beat dem bums! #chicago #baseball,neutral
14424,not in the mood,negative
14425,$rz hope so.  time will tell.  good luck   $$,positive
14426, thanks! (followed me back),positive
14427, i crochet laura. simple stitches...i can make a mean afgan!,neutral
14428, ohh right; but it turned her curve into a right angle.... i just like her better curvey   thanks for letting me know though!,positive
14429,"i have a 4-h lamb meeting. it should be fun. and it is sunny! yay! i can play with my horses this afternoon. clap, clap, clap!!!",positive
14430, you`re so lucky. we have 6 weeks until summer,positive
14431," have a great time in the hamptons. hope it`s for some relaxation, not for work",positive
14432,_popularent awww boog u aint been on in a min....hey to ya.  but that`s whats up enjoy ya`ll selves especially your lil cousin.,positive
14433, as do i  leopold says hello.,neutral
14434,my shirt is a fuzz magnet today and i feel totally uncomfortable,negative
14435, yes please,neutral
14436," it`s sunny and hot in london today, while i sit in office cranking spreadsheets",negative
14437,"_baffoon ooh if youre on the computer making your playlist come online pls, im bored now that ive blocked everyone again",negative
14438,having problems with my blackberry ugh i need another charged battery! (at least 4 now)  ,negative
14439,believes that creativity  in cooking is only limited to your imagination... guess that applies for most things too... like photography,positive
14440,is...sayin happy mother`s day 2 everyone!!!!!,positive
14441, oh gosh i hope so. how fun!,positive
14442,"at_shutupandsmile ow  .. we go back to your last avatar, is that your boyfriend who lying on bed?  i see it!",neutral
14443,crawling back into bed...because i can,neutral
14444, ye it is not fare on me  x,negative
14445,"so tired of driving, i really could use a chauffeur",negative
14446, cause its true!!! it would!!! hahaha... i love you,positive
14447,is busy creating a new logo for my  site,neutral
14448,starting tm alex and i are doing a whole week of no going out and spending money that we dont have.,neutral
14449,sadly awake. wondering about contact info for all of the fun folks i hung out with at the shop. yay 23b!!! miss you guys,negative
14450, he`s a good lad is wore phil...  known each other for 22 years now... seems like 5 minutes!!  haha   you ok hayley?,positive
14451," unfortunately, i will be nowhere near the beach. i have fam in that area, too.",negative
14452, get you lol what time we eating id hate to be late,negative
14453, my friend and i have a request that you play nothing sir when you hit perth on tues. from jazz and charni,neutral
14454,i totally do not know how ticketless travel works,neutral
14455, lol! i thought it was pretty funny too!,positive
14456,"haha moms back today from a weekend away , her first words, ` whys the house so dirty?` i love life ..",neutral
14457, hate u....  i have 2 wait one week to see it cuz here (puerto rico) is still coming soon....,negative
14458, oh but that girl  but aidan!,negative
14459,_mclife yeah that is the one thing i hate about tweetdeck,negative
14460, really! no even a little bit of #pane,neutral
14461, oh **** that sucks,negative
14462,thanks for the follow my new twitpeeps!,negative
14463,"is at panera eating a bacon, egg and cheese with a coffee!  ://twitpic.com/4jip9",neutral
14464, i just downloaded bonnie and clyde by beyonce and jay-z...an old fav,positive
14465,lovely hubby has just spray tanned the back of my legs for me so hopefully won`t look like an allsort for much longer!!,positive
14466,"_jodie um, i was thrown from `s van yesterday and had to be taken to the er",neutral
14467, yeps...just for today though  i badly wanted to do some geek-shopping...,negative
14468,"writing and researching. tired of being foolish, so i`m educating myself & moving forward. gonna marry a white boy they do you right!!!",negative
14469,"i`ve got sunburnt knees... it`s funny now, but i bet they`ll sting later   had a fab day though  x",neutral
14470,"aaaagh, aircon not working in my office",negative
14471,starting some work on final year project. just making some test pieces in flash to see how things could work. listning to ipod too,neutral
14472,need to go shopping  boring day t`day....nothing to dooo. college tmro...how ****` excitin`  wish twitter was simplified for me =] <3,negative
14473,heading downtown! drinks and dancing!!,positive
14474,"im so done with this cold. i really wanna go out tonight, but i really dont feel like it.",negative
14475, you`re welcome and thanks for inviting us to talk. #48hoursnz is like becoming a parent. no one can really prepare you for it,positive
14476,"off to go buy more deck sleeves and 3x3 card pages.  man, those pages are expensive!   stupid organizing collection.",negative
14477, where`s the uk love?!,neutral
14478,i have a broken wrist,negative
14479,guess i`ll be running in a little bit. accidentally fell asleep,neutral
14480,cathylo-fran! i`m glad i can vent out to you about this. thanks for being here for me bestfriend,positive
14481,had a nice brunch by the bay.. thank god for mommies!,positive
14482,  i love you. don`t leave me!,positive
14483,back to reality... boo,negative
14484,is definitely working sunday afternoon to late evening,neutral
14485, you didn`t come to see the hosts at hilton mr. thomas. we spent lots of money for nothing. that`s boring,negative
14486,i only have 2 more seasons of x-files to watch,neutral
14487, i understand  computers are fun again!,positive
14488, haha it will be interesting haha,positive
14489, yes. when i was talking to you...,neutral
14490,  i know... just when i was starting to think this break-up was gonna have me up all night tossin and turnin.. no ma`am!,neutral
14491,happy mothers day to everyone lucky enough to be a mommy. extra special happy to  who became a mommy 2day,positive
14492,im craving some cinnamon toast crunch. why is it so cold today!!,negative
14493, thanks bro but i`m awake already  how are you?,positive
14494,at the coast. too many people here i know.  i love you nicci!,positive
14495," you can have the sun too. it all sucks, especially for my pale whiteman skin.   i can`t stop sneezing, and i blame you.",negative
14496,watching ace of cakes,neutral
14497, my photoshop won`t let me save anything  due to a disk error. the blend took me 1.5 hours!,negative
14498,"yeah one burrito did not taste like the other, there was no avocado ranch sauce",neutral
14499,its my birthday.....happy birthday to me!!!!,positive
14500, i wish i was outside,positive
14501," hey sam, happy mothers day",positive
14502,"anybody have advice on who to use for printing biz cards besides overnight (bad experience) & psprint, each biz card = sep. project =",neutral
14503,is off to get the boy and then to his doc. persistent coughs are not good.  ://plurk.com/p/x285t,negative
14504,gear troubles all day long!,negative
14505, please bring  to your show,neutral
14506,threee words . . . youtube bamboozle show,neutral
14507,graduating from high school tonight  im kind of sad..,negative
14508,://twitpic.com/4jccd - and also these hi top reeboks.  cause i can,neutral
14509," lol, triplet.  haha i`m so glad that morgan got the bag even if she didn`t ride the ride",positive
14510,is going to her last full day of school. life is good.,positive
14511,i hate florists  no rose for cassadee tomorrow now =/ fricken **** florist people ={ hmm..need something else...hmm...,negative
14512,this thing was more fun with my itouch,positive
14513," well, the requirements are quite high as well",neutral
14514,"poor  `s mom just told her she looked like a ****.  the skirt wasn`t that short, and it`s 87 degrees out!",negative
14515, you know we dont believe half of what they say,negative
14516, denial can be very powerful,neutral
14517, congratulations,positive
14518,"wow.... i thought we`d only be gaming for 8 hours but here i am 13 hours later seeing the last person out. <_< long session, but fun.",neutral
14519,"oh... according to mom dad is going to try and take 2-3 weeks off in sep. to go to austira, and just wrap a vacation into it as well lmao",neutral
14520, epic moment! hahahha i swear.. i really wanna see it,positive
14521,done some positive affirmation now back to the japanese yay for bank holiday monday,positive
14522,"had an interesting evening amongst homeless people in venice beach last night, wishing i had my camera with me........ and model releases",positive
14523, you should tour!! *lol* i live all the way out in tennessee! :-p jk. how would you do that?,neutral
14524,only an hour left with my ipod touch,neutral
14525,oo yay 39 followers i want 100  help me,positive
14526,"is laying in bed, wishing i could meet kellan lutz.... haha im a nerd...dream on",neutral
14527, is over,neutral
14528, i`m absolutely jealous as hell of brenda,negative
14529,whooops... wrong smiley... it`s supposed to be  lol,negative
